node;user;party
1024713882;clairvoyant_le;#JLM2017
8,16499E+17;genevievegmk;Not partisan
311651351;Eve_Vatferchier;#JLM2017
2161074870;RomainEskenazi;#Hamon2017
7,96118E+17;EnMarcheParis18;#Macron2017
8,11538E+17;COSTESLionelEr;Not partisan
555298813;sylvoka;#JLM2017
2283579961;RassGauchEc;Not partisan
1136038495;GerbertRambaud;#NDA2017
574439536;JonathanPottiez;#Asselineau2017
4294604002;Insoumis83;#JLM2017
493488037;NaonedBreizh;#Fillon2017
7,56067E+17;tfzgol;#JLM2017
13363862;Sunshin;#JLM2017
3118670441;NicolasFramont;#JLM2017
2240514260;FranceMarie47;Not partisan
8,24447E+17;JeunesRep6002;#Fillon2017
3730039119;Filip__FI;#JLM2017
82406743;CharlotteGoujon;#Hamon2017
8,39181E+17;doudoubreiz;#JLM2017
135497798;Baratti_Elbaz;#Hamon2017
351765394;CorinneSalengro;#JLM2017
1468048220;OlivDrot;Not partisan
260780350;Istaria;Not partisan
78279362;Houari_Boukar;#JLM2017
8,43091E+17;SoutenonsFillon;#Fillon2017
8,19795E+17;FE_Hamon2017;#Hamon2017
8,26835E+17;lesinsoumis17;#JLM2017
8,18106E+17;smontano3;Not partisan
2327832062;11CarredAs11;#JLM2017
2271464197;ArnaudLePage;#Fillon2017
8,37758E+17;AllezFillon67;#Fillon2017
7,59118E+17;Fillon2017HDF;#Fillon2017
1568876532;LCensur;#JLM2017
2966503372;paoegilles;#Marine2017
2865838163;RacheleZuena;Not partisan
582202465;DGmazart;#JLM2017
8,13027E+17;RdSLila2017;Not partisan
8,31175E+17;perduagauche;Not partisan
8,15283E+17;restonica1;Not partisan
856466322;Touzetlaurent;#Hamon2017
493106541;_Brindacier;Not partisan
296555563;nooumena;#Fillon2017
7,78604E+17;Agriculteurs_FF;#Fillon2017
1452509503;msourdestaris;#JLM2017
415475621;EricAndrieuEU;#Hamon2017
7,18081E+17;Ize_Onion;#JLM2017
1418379278;maisjpmt;#JLM2017
122720818;marchunternews;#JLM2017
371212102;didiergildas;#JLM2017
2349067166;SauceArachide;#JLM2017
1886969228;yvanauet;#JLM2017
3160928775;ilsf_fr;Not partisan
152383600;helo_maindiaux;#Fillon2017
8,5073E+17;EPresidentielle;#Hamon2017
128483210;razoor777;Not partisan
8,52953E+17;CorrigeFillon;Not partisan
1731504337;AlcaTorda_;#Hamon2017
3251301383;dockrassi;Not partisan
72665061;LudoDelaherche;Not partisan
2232720295;Framilon;Not partisan
7,85744E+17;64EnMarche;#Macron2017
299718891;lagrostA;Not partisan
4490932937;Fillon2017LBN;Not partisan
249575521;GenerationHamon;#Hamon2017
60626246;RHammadi;#Hamon2017
7,06467E+17;SaphirElle83;#JLM2017
866944650;ArseneAhouansou;#JLM2017
702253156;annocyrilnimous;#JLM2017
3180040876;LASUM06;Not partisan
475651407;Padrouga;#JLM2017
8,29269E+17;CBrossel2017;#Hamon2017
8,3145E+17;chabijm;#JLM2017
7,6126E+17;AnMidEU;#Fillon2017
95229608;pudding271;#JLM2017
9290162;ericbareyt;#JLM2017
275179228;harphan75;#JLM2017
1369694305;FerdinandDemara;#JLM2017
3428356457;MuccioKm;#JLM2017
497876382;manara34;#JLM2017
241277917;tduverger;#Hamon2017
3025352219;Cyril_Sampaud;#JLM2017
4125970817;jpgorges;Not partisan
8,46691E+17;MundoPolitix;#JLM2017
8,09093E+17;RedouaneMoumine;Not partisan
102421819;Reverye;Not partisan
476897237;grenouillerex;Not partisan
2197146400;Muhhehuneuw;#JLM2017
514243666;pierredemarquet;#Fillon2017
125511149;VL_SZ;#JLM2017
3607540216;Monvoisin77;#JLM2017
617144956;barrier_marc;#Fillon2017
8,50376E+17;JeVoteHamon;#Hamon2017
7,88415E+17;EnMarcheParis14;#Macron2017
7,54594E+17;Jujubis75;Not partisan
202106594;arkthus;#Hamon2017
1239777026;jplorrePerso;#JLM2017
333922965;alexandrebizeul;#Hamon2017
59183693;nopi78;Not partisan
4892701864;OURS_BLANC_1;#JLM2017
76765603;spproust;#JLM2017
181121232;barbaira11;#Macron2017
8,10879E+17;binbones28;#JLM2017
1277723414;jjclement37;Not partisan
7,95735E+17;Philippe0Nguyen;#Macron2017
414884582;Redhou_;Not partisan
535820307;rottweiller83;#Marine2017
312232236;insoumitoujours;#JLM2017
23102336;CALOU14;#Fillon2017
362915516;Asymptome37;Not partisan
636146144;MilitantLambda;#JLM2017
601374365;ThomasDucados;Not partisan
2392416606;CyKe2000;#JLM2017
258387829;sebaofotograf;#JLM2017
376357899;HannaWalid;#Hamon2017
1289823444;KarineDanielNts;#Hamon2017
187854139;BenjaminEM69;#JLM2017
295590143;lapinroserouge;#Hamon2017
2541201694;ODuvoux;#JLM2017
304618775;viva_renata;Not partisan
299681641;BernardCottazC;#JLM2017
1348148358;Marie_DP_;#JLM2017
8,03516E+17;InsoumisHorsFR;#JLM2017
521452856;magliuloLucas;#Fillon2017
953195322;BorisMorenas;#JLM2017
427361460;bukbordelais;Not partisan
49366012;Voltaire8;#Fillon2017
185589233;LaLangelliere;Not partisan
8,29344E+17;InstitutOPIF;#JLM2017
189456977;fustinette;#JLM2017
255436086;ben_schnecken;#JLM2017
198462461;Inachiveg;#JLM2017
119853675;Gabriel_UCP;#JLM2017
2785513130;lacuriosite85;#JLM2017
4924500747;Collectif2017;#JLM2017
432286700;MrDomFree;Not partisan
7,9173E+17;Chichoup2017;#JLM2017
2787829135;yoannj19;#Hamon2017
8,03674E+17;voterupr;#Asselineau2017
342384226;EmmaTremolet;Not partisan
405854146;NicolasMiguet;Not partisan
2798794173;Le_Heraut;#JLM2017
7,23271E+17;d5343313;#JLM2017
7,7493E+17;siTaimeRire;#JLM2017
2967923728;WolinskiM;#JLM2017
1908552415;Aziliz_Tz;#JLM2017
8878442;kikkinno;Not partisan
8,46077E+17;IllumiReptilien;Not partisan
1368008708;badbiche_;Not partisan
144214150;louim77;#JLM2017
33618673;FrancoisCarbo;#Hamon2017
1131908582;sous_h;Not partisan
1376874738;montagne_thomas;Not partisan
1448272668;N1C0LAS2;Not partisan
8,41622E+17;AngelsMarquise;#Macron2017
1547743452;Stephnanie951;#NDA2017
7,5581E+17;Infos_Macron;Not partisan
8,05051E+17;EduardoJC97;Not partisan
7,83646E+17;gargouilleND;Not partisan
570962113;OdetteNoFillon;#Fillon2017
8,21653E+17;Greentonix;Not partisan
131692576;Evyange;Not partisan
2480685138;Matt_Baron35;#Fillon2017
61594306;Arnaud3375;Not partisan
1915128594;TAssouline;#Hamon2017
303930846;moi_yvan;Not partisan
441836337;David_Wigno;Not partisan
280988929;guenotmichel;#JLM2017
51097743;Alcibob;Not partisan
17448148;aurelien_veron;Not partisan
8,18494E+17;thethirdeye17;#Asselineau2017
2257175167;David_Achau;Not partisan
172437535;pbezian;#JLM2017
93684545;VuduPlateau;Not partisan
7,79448E+17;Gaucherpatrici1;#Fillon2017
2599730388;GestalaL;Not partisan
8,25275E+17;charlybdl;#JLM2017
409934118;LePetitFaucon;#JLM2017
407187033;v_narbonnais;#Hamon2017
7,78249E+17;catherine270213;#JLM2017
8,17738E+17;EnMarcheStMalo;Not partisan
3176925184;bailamica;Not partisan
8,26813E+17;Mllehappiness_;#JLM2017
3272501735;LouvesMatthieu;Not partisan
8,38807E+17;rosegranit;Not partisan
8,52142E+17;NMarlin_;#JLM2017
394229361;Valentin_44570;#Hamon2017
2855083180;Dormez_Dormez;#Marine2017
2299203717;20RueduCirque;Not partisan
33960395;cd_land;Not partisan
8,37124E+17;EtmoRitm;#JLM2017
7,56198E+17;BaptisteAudant;Not partisan
295084571;_a_1_0_1;Not partisan
1930314277;EELVIdF;#Hamon2017
2457021302;TedLunique;Not partisan
8,16586E+17;Laura1S2;#JLM2017
591965797;Bandittso;#JLM2017
8,4648E+17;CgtTuifrance;#JLM2017
3471263955;JGrangan;#Marine2017
394047963;marielandaise;#Macron2017
1066316622;lahurlette72;Not partisan
1159565400;yoyofra40;Not partisan
501215379;laurentfaisnel;#Hamon2017
7,1704E+17;exvulgusscienta;#Poutou2017
7,10291E+17;coraliecarmi;#JLM2017
1427772973;emmaghariani;#Hamon2017
96716635;tomcat_fr;#JLM2017
126860178;didierpg26;#JLM2017
8,33436E+17;JeanneP4P;#Hamon2017
1001723503;yeswecan74;Not partisan
2925851903;AntoineFlower;#NDA2017
7,71982E+17;brunosouche;#JLM2017
494320328;chgrand666;#JLM2017
354281486;PerrineST;Not partisan
447181595;AbstentionPlus;#JLM2017
2247739919;cyril_bryo;Not partisan
704666134;pere_anne;#Fillon2017
2523463081;brunocremel;Not partisan
2739945442;ZeOcci;Not partisan
8,38773E+17;armorannick;#Fillon2017
471081337;LiesMessatfa;#Hamon2017
3022345269;Gaetan_Andrieux;#Hamon2017
4538696176;michedici;Not partisan
22950296;boris_tweets;#Hamon2017
239728278;FatenSlh;Not partisan
1372946714;trenteet1;Not partisan
8,03216E+17;AsnieresEM;#Macron2017
344268344;Arwyn3;#Asselineau2017
7,45821E+17;jeanmoslain;#JLM2017
8,0051E+17;KurtetMarvin;#JLM2017
515629892;stokaad;#JLM2017
316444557;fredfauvet;#Hamon2017
458300663;Amor_LOUHICHI;Not partisan
7,47508E+17;PearlAudrey__;Not partisan
453902648;PIERREPhilipp12;Not partisan
819654499;ChabrierM;Not partisan
8,23621E+17;EnMarche_LGC;#Macron2017
7,23263E+17;Yusuf_LKH;Not partisan
3317510884;JulienPoix;#JLM2017
2241207140;MaryseSchumim;Not partisan
8,44492E+17;Paprika2017;#JLM2017
355360909;she534;#JLM2017
301940254;dajotheo;#JLM2017
119853656;haristote0511;#JLM2017
362111137;AurelRoland;#JLM2017
478110074;vmaurus;Not partisan
768207276;squarehol;Not partisan
7,5563E+17;So_Ethereal;Not partisan
1260103826;edujordancruz;Not partisan
309626461;Inge_Insoumis;#JLM2017
1082528840;MP350521508;Not partisan
8,17478E+17;85Hamon;#Hamon2017
89696512;LaurenceKantzer;#JLM2017
2785689106;faipach;#JLM2017
8,2532E+17;Christine26320;Not partisan
92133758;OncleMilton;Not partisan
419614725;Guitz59;#Asselineau2017
8,06609E+17;anmharch;#JLM2017
7,97464E+17;AgnesEnMarche16;Not partisan
501748653;LiliBrinderbe;Not partisan
8,36127E+17;123_thom;#Hamon2017
111867114;certainementpas;#Asselineau2017
7,37032E+17;gabriela78450;#Hamon2017
8,17181E+17;Jlm2017Montreal;#JLM2017
2325849918;Ohnarg;Not partisan
7,22523E+17;yantoon13;#JLM2017
8,44189E+17;SounderBiscotte;#JLM2017
2823231299;Geliwin;#Asselineau2017
899545604;Ayledain;Not partisan
8,27167E+17;Deboutlf06;#NDA2017
1098118962;vkammerer;Not partisan
435706509;caro_blasi;#JLM2017
1978587434;Eurydice044;#JLM2017
125031997;tamtambulles;#JLM2017
493508075;njee26;Not partisan
236172734;Isabelle_92;#Fillon2017
1240912327;LibreSportif;#JLM2017
2159194594;nounourslours;#JLM2017
4842587038;virgile_lafay;#JLM2017
8,10253E+17;TintinCastrol;#JLM2017
91963845;patricia691503;Not partisan
4158575423;ChristopheSan15;#JLM2017
493234169;st_gille;Not partisan
2802078549;Hugo_Dvd;#Hamon2017
8,34061E+17;docsavecfillon;Not partisan
131569007;moswaa;Not partisan
7,7251E+17;le13avecBH2017;#Hamon2017
7,27882E+17;jepensedonc3;#JLM2017
